title,platform,edition,status,format,region,completeness,condition,release_date,publisher,developer,genre,barcode,purchase_date,purchase_price,store,added_date,notes,clz_index,source
Omen of Sorrow,PlayStation 4,,owned,,,,,"Nov 06, 2018",Soedesco,AOne Games,Fighting,,,,,"Apr 15, 2025",,,clz
Persona 5 Royal,PlayStation 4,,owned,,,,,"Mar 31, 2020",Deep Silver,Atlus,RPG,,,,,"Apr 15, 2025",,,clz
Project CARS,PlayStation 4,,owned,,,,,"May 08, 2015",Bandai Namco,Slightly Mad Studios,Racing,,,,,"Apr 15, 2025",,,clz
Resident Evil 5,PlayStation 4,,owned,,,,,"Jun 28, 2016",Capcom,Capcom,Action | Survival Horror,,,,,"Jul 24, 2026",,,clz
Resident Evil 6,PlayStation 4,,owned,,,,,"Mar 29, 2016",Capcom,Capcom,Horror | Shooter,,,,,"Jul 24, 2026",,,clz
Resident Evil Origins Collection,PlayStation 4,,owned,,,,,"Jan 19, 2016",Capcom,Capcom,Action/Adventure,,,,,"Jul 24, 2026",,,clz
Resident Evil: Revelations 2,PlayStation 4,,owned,,,,,"Mar 17, 2015",Capcom,Capcom,Action | Survival Horror,,,,,"Jul 24, 2026",,,clz
Sakura Wars,PlayStation 4,,owned,,,,,"Apr 28, 2020",Sega,Sega,Action,,,,,"Apr 15, 2025",,,clz
Samurai Shodown,PlayStation 4,,owned,,,,,"Jun 25, 2019",Athlon Games,SNK Corporation,Fighting,,,,,"Apr 15, 2025",,,clz
Star Ocean: Integrity and Faithlessness,PlayStation 4,,owned,,,,,"Jun 28, 2016",Square Enix,tri-Ace,Action | RPG,,,,,"Jul 24, 2026",,,clz
Star Wars: Republic Commando,PlayStation 4,,owned,,,,,"Apr 16, 2021",Aspyr,Aspyr Media,FPS,,,,,"Apr 15, 2025",,,clz
The Last of Us: Part II,PlayStation 4,,owned,,,,,"Jun 19, 2020",SIEE,Naughty Dog,Action,,,,,"Apr 15, 2025",,,clz
The Order: 1886,PlayStation 4,,owned,,,,,"Feb 20, 2015",Sony Interactive Entertainment,Ready at Dawn,Action,,,,,"Apr 15, 2025",,,clz
Thief,PlayStation 4,,owned,,,,,"Feb 25, 2014",Square Enix,Eidos Montréal,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Uncharted 4: A Thief's End,PlayStation 4,,owned,,,,,"May 10, 2016",SCEE,Naughty Dog,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Uncharted: The Lost Legacy,PlayStation 4,,owned,,,,,"Aug 22, 2017",SIEE,Naughty Dog,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Uncharted: The Nathan Drake Collection,PlayStation 4,,owned,,,,,"Oct 09, 2015",SCEE,Naughty Dog,Action/Adventure | Compilation,,,,,"Apr 15, 2025",,,clz
Until Dawn,PlayStation 4,,owned,,,,,"Aug 28, 2015",SCEE,SuperMassive Games,Action | Action/Adventure,,,,,"Jul 24, 2026",,,clz
Watch Dogs 2,PlayStation 4,,owned,,,,,"Nov 15, 2016",Ubisoft,Ubisoft,Action,,,,,"Apr 15, 2025",,,clz
Wolfenstein: The Two Pack,PlayStation 4,,owned,,,,,"Feb 23, 2018",Bethesda Softworks,MachineGames,FPS,,,,,"Apr 15, 2025",,,clz
Wolfenstein: Youngblood,PlayStation 4,,owned,,,,,"Jul 26, 2019",Bethesda Softworks,MachineGames,FPS,,,,,"Apr 15, 2025",,,clz
007: Blood Stone,PlayStation 3,,owned,,,,,"Nov 02, 2010",Activision,Bizarre Creations,Racing | Shooter,,,,,"Jul 24, 2026",,,clz
3D Dot Game Heroes,PlayStation 3,,owned,,,,,"May 11, 2010",Atlus USA,From Software,Action,,,,,"Apr 15, 2025",,,clz
Ace Combat: Assault Horizon,PlayStation 3,,owned,,,,,"Oct 11, 2011",Namco Bandai,Project Aces,Action | Simulator,,,,,"Jul 24, 2026",,,clz
Agarest: Generations of War,PlayStation 3,,owned,,,,,"Oct 30, 2009",Ghostlight,Idea Factory,RPG,,,,,"Apr 15, 2025",,,clz
Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,,owned,,,,,"Mar 14, 2011",NIS Europe,Gust,RPG,,,,,"Apr 15, 2025",,,clz
Bayonetta,PlayStation 3,,owned,,,,,"Jan 05, 2010",Sega,PlatinumGames Inc.,Action | Action/Adventure,,,,,"Apr 15, 2025",,,clz
Blur,PlayStation 3,,owned,,,,,"May 25, 2010",Activision,Bizarre Creations,Racing,,,,,"Apr 15, 2025",,,clz
Burnout Paradise,PlayStation 3,,owned,,,,,"Jan 22, 2008",Electronic Arts,Criterion Studios,Racing,,,,,"Apr 15, 2025",,,clz
Call of Duty: Black Ops,PlayStation 3,,owned,,,,,"Nov 09, 2010",Activision,Treyarch,FPS,,,,,"Apr 15, 2025",,,clz
Call of Duty: Modern Warfare 2,PlayStation 3,,owned,,,,,"Nov 10, 2009",Activision,Infinity Ward,FPS,,,,,"Apr 15, 2025",,,clz
Dead Island,PlayStation 3,,owned,,,,,"Sep 06, 2011",Deep Silver,Techland,Action | Action/Adventure | FPS,,,,,"Apr 15, 2025",,,clz
Dead Space 2,PlayStation 3,,owned,,,,,"Jan 25, 2011",Electronic Arts,Visceral Games,Survival Horror,,,,,"Apr 15, 2025",,,clz
Dead Space 3,PlayStation 3,,owned,,,,,"Feb 08, 2013",Electronic Arts,Visceral Games,Action/Adventure | Horror | Shooter,,,,,"Apr 15, 2025",,,clz
Dragon Age II,PlayStation 3,,owned,,,,,"Mar 08, 2011",Electronic Arts,BioWare,Action | Action/Adventure | RPG,,,,,"Apr 15, 2025",,,clz
Dragon Age: Origins,PlayStation 3,,owned,,,,,"Nov 03, 2009",Electronic Arts,BioWare,Action/Adventure | RPG,,,,,"Apr 15, 2025",,,clz
Drakengard 3,PlayStation 3,,owned,,,,,"May 21, 2014",Square Enix,Access Games,RPG,,,,,"Apr 15, 2025",,,clz
Enchanted Arms,PlayStation 3,,owned,,,,,"Apr 03, 2007",Ubisoft,From Software,Action | RPG,,,,,"Apr 15, 2025",,,clz
Far Cry 2,PlayStation 3,,owned,,,,,"Oct 21, 2008",Ubisoft,Ubisoft,FPS,,,,,"Apr 15, 2025",,,clz
Fast & Furious: Showdown,PlayStation 3,,owned,,,,,"May 24, 2013",Activision,Firebrand Games,Racing,,,,,"Jul 24, 2026",,,clz
FIFA 09,PlayStation 3,,owned,,,,,"Oct 14, 2008",Electronic Arts,EA Sports,Sports,,,,,"Apr 15, 2025",,,clz
Final Fantasy XIII,PlayStation 3,,owned,,,,,"Mar 09, 2010",Square Enix,Square Enix,RPG,,,,,"Apr 15, 2025",,,clz
Final Fantasy XIII-2,PlayStation 3,,owned,,,,,"Jan 31, 2012",Square Enix,Square Enix,RPG,,,,,"Apr 15, 2025",,,clz
Full Auto 2: Battlelines,PlayStation 3,,owned,,,,,"Dec 12, 2006",Sega,Pseudo Interactive,Action | Racing,,,,,"Apr 15, 2025",,,clz
Genji: Days Of The Blade,PlayStation 3,,owned,,,,,"Nov 13, 2006",SCEA,Game Republic,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Ghostbusters: The Video Game,PlayStation 3,,owned,,,,,"Jun 16, 2009",Atari,Terminal Reality,Action/Adventure | Shooter,,,,,"Apr 15, 2025",,,clz
God of War: Ascension,PlayStation 3,,owned,,,,,"Mar 15, 2013",SCEA,SCEE,Action/Adventure | Hack & Slash,,,,,"Apr 15, 2025",,,clz
God of War III,PlayStation 3,,owned,,,,,"Mar 16, 2010",SCEA,SCEI,Action/Adventure | Hack & Slash,,,,,"Apr 15, 2025",,,clz
Gran Turismo 5,PlayStation 3,,owned,,,,,"Nov 24, 2010",SCEA,Polyphony D.,Racing,,,,,"Apr 15, 2025",,,clz
Grand Theft Auto IV,PlayStation 3,,owned,,,,,"Apr 29, 2008",Rockstar Games,Rockstar North,Action/Adventure | Sandbox,,,,,"Apr 15, 2025",,,clz
Grand Theft Auto V,PlayStation 3,,owned,,,,,"Sep 17, 2013",Rockstar Games,Rockstar North,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Deathly Hallows Part 1,PlayStation 3,,owned,,,,,"Nov 16, 2010",Electronic Arts,EA Games,Action,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Deathly Hallows Part 2,PlayStation 3,,owned,,,,,"Nov 16, 2010",Electronic Arts,EA Games,Action,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Half-Blood Prince,PlayStation 3,,owned,,,,,"Jun 30, 2009",Electronic Arts,EA Games,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Order of the Phoenix,PlayStation 3,,owned,,,,,"Jun 26, 2007",Electronic Arts,EA Games,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Haze,PlayStation 3,,owned,,,,,"May 20, 2008",Ubisoft,Crytek UK (Free Radical D),FPS,,,,,"Apr 15, 2025",,,clz
Heavenly Sword,PlayStation 3,,owned,,,,,"Sep 25, 2007",SCEA,Ninja Theory,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Heavy Rain,PlayStation 3,,owned,,,,,"Feb 23, 2010",SCEA,Quantic Dream,Adventure,,,,,"Apr 15, 2025",,,clz
Iron Man,PlayStation 3,,owned,,,,,"Apr 08, 2008",Sega,Sega,Action,,,,,"Apr 15, 2025",,,clz
Jak and Daxter Collection,PlayStation 3,,owned,,,,,"Feb 07, 2012",SCEA,Naughty Dog,Action,,,,,"Apr 15, 2025",,,clz
JoJo's Bizarre Adventure: All-Star Battle,PlayStation 3,,owned,,,,,"Apr 25, 2014",Bandai Namco,CyberConnect2,Fighting,,,,,"Apr 15, 2025",,,clz
Just Cause 2,PlayStation 3,,owned,,,,,"Mar 23, 2010",Square Enix,Avalanche Studios,Action | Action/Adventure | FPS,,,,,"Apr 15, 2025",,,clz
Kane & Lynch 2: Dog Days,PlayStation 3,,owned,,,,,"Aug 17, 2010",Eidos Interactive,IO Interactive,Action | Shooter,,,,,"Apr 15, 2025",,,clz
Kane & Lynch: Dead Men,PlayStation 3,,owned,,,,,"Nov 13, 2007",Eidos Interactive,IO Interactive,Action,,,,,"Apr 15, 2025",,,clz
Katamari Forever,PlayStation 3,,owned,,,,,"Sep 22, 2009",Namco Bandai,Bandai Namco,Puzzle,,,,,"Apr 15, 2025",,,clz
Killzone 2,PlayStation 3,,owned,,,,,"Feb 27, 2009",SCEA,Guerrilla,FPS,,,,,"Apr 15, 2025",,,clz
Killzone 3,PlayStation 3,,owned,,,,,"Feb 22, 2011",SCEA,Guerrilla,FPS | Shooter,,,,,"Apr 15, 2025",,,clz
LittleBigPlanet,PlayStation 3,,owned,,,,,"Oct 28, 2008",SCEA,Media Molecule,Entertainment | Platformer,,,,,"Apr 15, 2025",,,clz
Lollipop Chainsaw,PlayStation 3,,owned,,,,,"Jun 12, 2012",Warner Bros Interactive,Grasshopper Manufacture,Action,,,,,"Apr 15, 2025",,,clz
Lord of the Rings: War in the North,PlayStation 3,,owned,,,,,"Nov 01, 2011",Warner Bros Interactive,Snowblind Studios,Action | RPG,,,,,"Jul 24, 2026",,,clz
Lost,PlayStation 3,,owned,,,,,"Feb 26, 2008",Ubisoft Entertainment S.A.,Ubisoft Montréal,Action/Adventure,,,,,"Jul 24, 2026",,,clz
Lost in the Rain,PlayStation 3,,owned,,,,,"Jun 10, 2014",Sony Computer Entertainment,SCEJ,Action,,,,,"Apr 15, 2025",,,clz
Lost Planet 2,PlayStation 3,,owned,,,,,"May 11, 2010",Capcom,Capcom,FPS,,,,,"Apr 15, 2025",,,clz
Lost Planet 3,PlayStation 3,,owned,,,,,"Aug 30, 2013",Capcom,Capcom,Action | FPS,,,,,"Apr 15, 2025",,,clz
Lost Planet: Extreme Condition,PlayStation 3,,owned,,,,,"Feb 26, 2008",Capcom,Capcom,Action/Adventure | Shooter,,,,,"Apr 15, 2025",,,clz
Mafia II,PlayStation 3,,owned,,,,,"Aug 24, 2010",2K Games,2K Czech (Illusion Softworks),Action | Sandbox,,,,,"Apr 15, 2025",,,clz
Mass Effect 2,PlayStation 3,,owned,,,,,"Jan 18, 2011",Electronic Arts,BioWare,FPS | RPG,,,,,"Apr 15, 2025",,,clz
Mass Effect 3,PlayStation 3,,owned,,,,,"Mar 06, 2012",Electronic Arts,BioWare,RPG,,,,,"Apr 15, 2025",,,clz
Max Payne 3,PlayStation 3,,owned,,,,,"May 15, 2012",Rockstar Games,Rockstar Vancouver,Action/Adventure | Shooter,,,,,"Apr 15, 2025",,,clz
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,,owned,,,,,"Jun 12, 2008",Konami Digital Entertainment,Kojima Productions,Action | Action/Adventure | Shooter,,,,,"Apr 15, 2025",,,clz
Metal Gear Solid: The Legacy Collection: 1987-2012,PlayStation 3,,owned,,,,,"Sep 13, 2013",Konami Digital Entertainment GmbH,Kojima Productions,Compilation,,,,,"Apr 15, 2025",,,clz
Mirror's Edge,PlayStation 3,,owned,,,,,"Nov 11, 2008",Electronic Arts,EA DICE,Action/Adventure | FPS,,,,,"Apr 15, 2025",,,clz
Monster Madness: Grave Danger,PlayStation 3,,owned,,,,,"Aug 12, 2008",South Peak Interactive,Psyonix,Action,,,,,"Apr 15, 2025",,,clz
MotorStorm,PlayStation 3,,owned,,,,,"Mar 06, 2007",SCEA,Evolution Studios,Racing,,,,,"Apr 15, 2025",,,clz
MotorStorm: Pacific Rift,PlayStation 3,,owned,,,,,"Oct 28, 2008",SCEA,Evolution Studios,Racing,,,,,"Apr 15, 2025",,,clz
Need for Speed Hot Pursuit,PlayStation 3,,owned,,,,,"Nov 16, 2010",Electronic Arts,Criterion Studios,Racing,,,,,"Apr 15, 2025",,,clz
One Piece: Pirate Warriors,PlayStation 3,,owned,,,,,"Sep 21, 2012",Namco Bandai,Omega Force,Fighting,,,,,"Apr 15, 2025",,,clz
One Piece: Pirate Warriors 2,PlayStation 3,,owned,,,,,"Aug 30, 2013",Bandai Namco,Omega Force,Action | Fighting,,,,,"Apr 15, 2025",,,clz
Portal 2,PlayStation 3,,owned,,,,,"Apr 19, 2011",Electronic Arts,Valve Software,FPS | Puzzle,,,,,"Apr 15, 2025",,,clz
Prince of Persia,PlayStation 3,,owned,,,,,"Dec 02, 2008",Ubisoft,Ubisoft,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Prince of Persia Trilogy,PlayStation 3,,owned,,,,,"Nov 19, 2010",Ubisoft,Ubisoft,Compilation | Platformer,,,,,"Apr 15, 2025",,,clz
Ratchet & Clank Trilogy: HD Collection,PlayStation 3,,owned,,,,,"Jun 29, 2012",SCEA,Insomniac Games,Compilation | Platformer,,,,,"Apr 15, 2025",,,clz
Red Dead Redemption,PlayStation 3,,owned,,,,,"May 18, 2010",Rockstar Games,Rockstar San Diego,Action | Action/Adventure | Sandbox,,,,,"Apr 15, 2025",,,clz
Resident Evil 5,PlayStation 3,,owned,,,,,"Mar 13, 2009",Capcom,Capcom,Action/Adventure | Survival Horror,,,,,"Apr 15, 2025",,,clz
Resident Evil: Operation Raccoon City,PlayStation 3,,owned,,,,,"Mar 20, 2012",Capcom,Capcom,Action/Adventure,,,,,"Jul 24, 2026",,,clz
Resistance 2,PlayStation 3,,owned,,,,,"Nov 25, 2008",SCEA,Insomniac Games,Action | FPS,,,,,"Apr 15, 2025",,,clz
Resistance: Fall of Man,PlayStation 3,,owned,,,,,"Nov 13, 2006",SCEA,Insomniac Games,Action | FPS,,,,,"Apr 15, 2025",,,clz
SOCOM: U.S. Navy SEALs -- Confrontation,PlayStation 3,,owned,,,,,"Oct 14, 2008",SCEA,Slant Six Games,Action | Shooter | Tactical,,,,,"Apr 15, 2025",,,clz
SoulCalibur IV,PlayStation 3,,owned,,,,,"Jul 29, 2008",Namco Bandai,Bandai Namco,Fighting,,,,,"Apr 15, 2025",,,clz
Star Wars: The Force Unleashed,PlayStation 3,,owned,,,,,"Sep 16, 2008",LucasArts,LucasArts,Action | Hack & Slash,,,,,"Apr 15, 2025",,,clz
Star Wars: The Force Unleashed II,PlayStation 3,,owned,,,,,"Oct 26, 2010",LucasArts,LucasArts,Action | Hack & Slash,,,,,"Apr 15, 2025",,,clz
Stranglehold,PlayStation 3,,owned,,,,,"Oct 29, 2007",Midway,NetherRealm,Action | Shooter,,,,,"Apr 15, 2025",,,clz
Tales Of Xillia,PlayStation 3,,owned,,,,,"Aug 09, 2013",Namco Bandai,Bandai Namco,RPG,,,,,"Apr 15, 2025",,,clz
Tales of Xillia 2,PlayStation 3,,owned,,,,,"Aug 22, 2014",Namco Bandai,Bandai Namco,RPG,,,,,"Apr 15, 2025",,,clz
Tekken Tag Tournament 2,PlayStation 3,,owned,,,,,"Sep 14, 2012",Namco Bandai,Bandai Namco,Fighting,,,,,"Apr 15, 2025",,,clz
The Guided Fate Paradox,PlayStation 3,,owned,,,,,"Oct 25, 2013",NIS America,Nippon Ichi Software,RPG,,,,,"Apr 15, 2025",,,clz
The Last Guy,PlayStation 3,,owned,,,,,"Aug 28, 2008",Sony Computer Entertainment,SCEJ,Action,,,,,"Apr 15, 2025",,,clz
The Last of Us,PlayStation 3,,owned,,,,,"Jun 14, 2013",SCEA,Naughty Dog,Action/Adventure | Survival Horror,,,,,"Apr 15, 2025",,,clz
The Sly Trilogy,PlayStation 3,,owned,,,,,"Dec 03, 2010",Sony Computer Entertainment,Sucker Punch / Sanzaru Games Inc.,Compilation,,,,,"Apr 15, 2025",,,clz
The Tomb Raider Trilogy,PlayStation 3,,owned,,,,,"Mar 22, 2011",Square Enix,Crystal Dynamics,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Time and Eternity,PlayStation 3,,owned,,,,,"Jul 16, 2013",NIS America,Imageepoch,RPG,,,,,"Apr 15, 2025",,,clz
Tokyo Jungle,PlayStation 3,,owned,,,,,"Sep 25, 2012",Sony Computer Entertainment,Crispys Inc,Action | Action/Adventure,,,,,"Apr 15, 2025",,,clz
Tom Clancy's Rainbow Six Vegas,PlayStation 3,,owned,,,,,"Jun 26, 2007",Ubisoft,Ubisoft,Shooter | Tactical,,,,,"Sep 05, 2026",,,clz
Tom Clancy's Rainbow Six Vegas 2,PlayStation 3,,owned,,,,,"Mar 18, 2008",Ubisoft,Ubisoft,Shooter | Tactical,,,,,"Sep 05, 2026",,,clz
Tom Clancy's Splinter Cell: Blacklist,PlayStation 3,,owned,,,,,"Aug 23, 2013",Ubisoft,Ubisoft,Tactical,,,,,"Apr 15, 2025",,,clz
Tom Clancy's Splinter Cell Trilogy,PlayStation 3,,owned,,,,,"Sep 27, 2011",Ubisoft,Ubisoft,Compilation,,,,,"Apr 15, 2025",,,clz
Tomb Raider,PlayStation 3,,owned,,,,,"Mar 05, 2013",Square Enix,Crystal Dynamics,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Trinity Universe,PlayStation 3,,owned,,,,,"Jun 29, 2010",NIS America,Idea Factory,RPG,,,,,"Apr 15, 2025",,,clz
Tron: Evolution,PlayStation 3,,owned,,,,,"Dec 07, 2010",Disney Interactive Studios,Propaganda Games,Action | Action/Adventure,,,,,"Apr 15, 2025",,,clz
Uncharted 3: Drake's Deception,PlayStation 3,,owned,,,,,"Nov 01, 2011",SCEA,"Naughty Dog, Inc.",Action/Adventure,,,,,"Apr 15, 2025",,,clz
Uncharted: Drake's Fortune,PlayStation 3,,owned,,,,,"Nov 20, 2007",SCEE,Naughty Dog,Action/Adventure | Shooter,,,,,"Apr 15, 2025",,,clz
Untold Legends: Dark Kingdom,PlayStation 3,,owned,,,,,"Nov 17, 2006",Sony Online,Sony Online Entertainment,Fighting | RPG,,,,,"Apr 15, 2025",,,clz
WET,PlayStation 3,,owned,,,,,"Sep 15, 2009",Bethesda Softworks,Artificial Mind And Move (A2M),Action | Shooter,,,,,"Apr 15, 2025",,,clz
White Knight Chronicles 2,PlayStation 3,,owned,,,,,"Sep 12, 2011",D3Publisher,Level-5,RPG,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Chamber of Secrets,PlayStation 2,,owned,,,,,"Nov 15, 2002",Electronic Arts,EA Games,Action | Action/Adventure,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Goblet of Fire,PlayStation 2,,owned,,,,,"Nov 08, 2005",Electronic Arts,EA Games,Adventure,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Prisoner of Azkaban,PlayStation 2,,owned,,,,,"Jun 02, 2004",Electronic Arts,EA Games,Adventure,,,,,"Apr 15, 2025",,,clz
Star Ocean: Till the End of Time,PlayStation 2,,owned,,,,,"Aug 31, 2004",Square Enix,Tri-Ace,RPG,,,,,"Apr 15, 2025",,,clz
Star Wars: Bounty Hunter,PlayStation 2,,owned,,,,,"Nov 20, 2002",LucasArts,LucasArts,Action | Shooter,,,,,"Apr 15, 2025",,,clz
Asterix,PlayStation,,owned,,,,,Mar 1999,Infogrames,Sourcery,Action,,,,,"Apr 15, 2025",,,clz
B-Movie: They Came From Outer Space!,PlayStation,,owned,,,,,1998,GT Interactive Software Corp.,King of the Jungle Ltd.,Shooter,,,,,"Apr 15, 2025",,,clz
Cool Boarders 2,PlayStation,,owned,,,,,"Nov 01, 1997",Sony Computer Entertainment,UEP Systems,Sports,,,,,"Apr 15, 2025",,,clz
Harry Potter and the Philosopher's Stone,PlayStation,,owned,,,,,"Nov 08, 2001",Electronic Arts,Electronic Arts,Action/Adventure | Adventure,,,,,"Apr 15, 2025",,,clz
Heart of Darkness,PlayStation,,owned,,,,,"Sep 09, 1998",Blue Byte Software,Amazing Studio,Action | Platformer,,,,,"Apr 15, 2025",,,clz
Hogs of War,PlayStation,,owned,,,,,"Jul 12, 2000",Infogrames,Infogrames Sheffeld,Strategy,,,,,"Apr 15, 2025",,,clz
Jeremy McGrath Supercross '98,PlayStation,,owned,,,,,"Jun 01, 1998",Acclaim,Probe Entertainment,Racing,,,,,"Apr 15, 2025",,,clz
LEGO Racers,PlayStation,,owned,,,,,"Dec 22, 1999",Lego Media,High Voltage Soft.,Action,,,,,"Apr 15, 2025",,,clz
Monaco Grand Prix: Racing Simulation 2,PlayStation,,owned,,,,,Apr 1999,Ubisoft,Bridgestone,Racing,,,,,"Apr 15, 2025",,,clz
RC Stunt Copter,PlayStation,,owned,,,,,"Aug 25, 1999",Interplay,"Shiny Entertainment, Inc.",Simulation,,,,,"Apr 15, 2025",,,clz
Road Rage,PlayStation,,owned,,,,,"Jan 08, 1997",Konami,KCET,Racing,,,,,"Apr 15, 2025",,,clz
Ronaldo V-Football,PlayStation,,owned,,,,,"May 22, 2001",Infogrames,Power & Magic,Sports,,,,,"Apr 15, 2025",,,clz
Star Wars: Rebel Assault II - The Hidden Empire,PlayStation,,owned,,,,,"Nov 06, 1996",LucasArts Entertainment,Factor 5,Action,,,,,"Apr 15, 2025",,,clz
Tunguska,PlayStation,,owned,,,,,"Dec 13, 2000",Take 2,Exortus,Action | Adventure,,,,,"Apr 15, 2025",,,clz
Walt Disney World Quest: Magical Racing Tour,PlayStation,,owned,,,,,"Mar 23, 2000",Eidos Interactive,Disney Interactive,Racing,,,,,"Apr 15, 2025",,,clz
Who Wants To Be A Millionaire?,PlayStation,,owned,,,,,"Sep 29, 2000",Eidos Interactive,Celador,Party,,,,,"Apr 15, 2025",,,clz
Yu-Gi-Oh! Forbidden Memories,PlayStation,,owned,,,,,"Mar 19, 2002",Konami,Konami,Action | RPG,,,,,"Apr 15, 2025",,,clz
Assassin's Creed III: Liberation,PlayStation Vita,,owned,,,,,"Nov 02, 2012",Ubisoft,Ubisoft,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Disgaea 3: Absence of Detention,PlayStation Vita,,owned,,,,,"Apr 17, 2012",NIS America,Nippon Ichi Software,RPG,,,,,"Apr 15, 2025",,,clz
Lumines: Electronic Symphony,PlayStation Vita,,owned,,,,,"Feb 15, 2012",Ubisoft,Q Entertainment,Puzzle,,,,,"Apr 15, 2025",,,clz
Uncharted: Golden Abyss,PlayStation Vita,,owned,,,,,"Feb 15, 2012",Sony Computer Entertainment,Bend Studio,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Buzz! Deutschlands Superquiz,PSP,,owned,,,,,"Mar 25, 2009",Sony Computer Entertainment,,Party,,,,,"Apr 15, 2025",,,clz
DISSIDIA: Final Fantasy,PSP,,owned,,,,,"Aug 25, 2009",Square Enix,Square Enix,Fighting | RPG,,,,,"Apr 15, 2025",,,clz
Gran Turismo,PSP,,owned,,,,,"Oct 01, 2009",SCEA,Polyphony D.,Racing,,,,,"Apr 15, 2025",,,clz
Grand Theft Auto: Liberty City Stories,PSP,,owned,,,,,"Oct 25, 2005",Rockstar Games,Rockstar Leeds,Sandbox,,,,,"Apr 15, 2025",,,clz
Grand Theft Auto: Vice City Stories,PSP,,owned,,,,,"Nov 01, 2006",Rockstar Games,Rockstar Leeds,Sandbox,,,,,"Apr 15, 2025",,,clz
Hot Shots Golf: Open Tee,PSP,,owned,,,,,"May 03, 2005",SCEA,SCEJ,Sports,,,,,"Apr 15, 2025",,,clz
Lumines,PSP,,owned,,,,,"Mar 22, 2005",Ubisoft,Q Entertainment,Music | Puzzle,,,,,"Apr 15, 2025",,,clz
Pursuit Force,PSP,,owned,,,,,"Mar 07, 2006",SCEA,Bigbig Studios,Action | Racing,,,,,"Apr 15, 2025",,,clz
Tekken: Dark Resurrection,PSP,,owned,,,,,"Jul 25, 2006",Namco Bandai,Bandai Namco,Fighting,,,,,"Apr 15, 2025",,,clz
Yu-Gi-Oh! GX Tag Force / Yu-Gi-Oh! GX,PSP,,owned,,,,,"Nov 14, 2006",Konami Digital Entertainment,Konami,Card,,,,,"Apr 15, 2025",,,clz
Atomfall,Xbox Series X|S,,owned,,,,,"Mar 27, 2025",Fireshine Games,Rebellion Software,Action/Adventure,,,,,"Sep 25, 2026",,,clz
Battlefield 2042,Xbox Series X|S,,owned,,,,,"Nov 19, 2021",Electronic Arts,Dice Multimedia,FPS,,,,,"Sep 14, 2026",,,clz
Battlefield 6,Xbox Series X|S,,owned,,,,,"Oct 10, 2025",Electronic Arts,Dice Multimedia,FPS,,,,,"Sep 14, 2026",,,clz
Call of Duty: Black Ops 6,Xbox Series X|S,,owned,,,,,"Oct 25, 2024",Activision,Treyarch,FPS,,,,,"Sep 07, 2026",,,clz
Call of Duty: Black Ops 7,Xbox Series X|S,,owned,,,,,"Nov 14, 2025",Activision,Treyarch,FPS,,,,,"Sep 09, 2026",,,clz
Call of Duty: Modern Warfare II,Xbox Series X|S,,owned,,,,,"Oct 28, 2022",Activision,Infinity Ward,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Modern Warfare III,Xbox Series X|S,,owned,,,,,"Nov 10, 2023",Activision,Infinity Ward,FPS,,,,,"Sep 07, 2026",,,clz
Call of Duty: Vanguard,Xbox Series X|S,,owned,,,,,"Nov 05, 2021",Activision,Sledgehammer Games,FPS,,,,,"Sep 05, 2026",,,clz
Forza Horizon 5,Xbox Series X|S,,owned,,,,,"Nov 09, 2021",Microsoft Corporation,Turn 10 Studios,Racing,,,,,"Sep 15, 2026",,,clz
Forza Horizon 6,Xbox Series X|S,,owned,,,,,"May 19, 2026",Microsoft,Playground Games,Racing,,,,,"Sep 09, 2026",,,clz
Forza Motorsport,Xbox Series X|S,,owned,,,,,"Oct 10, 2023",Microsoft,Turn 10 Studios,Racing,,,,,"Sep 04, 2026",,,clz
Gears of War: E-Day,Xbox Series X|S,,ordered,,,,,,,,,,,,,,,,clz
Gears Tactics,Xbox Series X|S,,owned,,,,,"Nov 10, 2020",Microsoft,Splash Damage,Strategy,,,,,"Sep 24, 2026",,,clz
Halo Infinite,Xbox Series X|S,,owned,,,,,"Dec 07, 2021",Microsoft,343 Industries,FPS,,,,,"Aug 29, 2026",,,clz
